EC Number	Organism	pH Optimum
3.1.1.23	Mortierella alliacea	9.0
3.1.1.24	Pseudomonas putida	7.5
3.1.1.25	Homo sapiens	6.0
3.1.1.25	Rattus norvegicus	6.0
3.1.1.25	Fusarium oxysporum	6.8
3.1.1.25	Fusarium proliferatum	7.5
3.1.1.25	Vulcanisaeta moutnovskia	8.0
3.1.1.25	Agrobacterium tumefaciens	8.0
3.1.1.25	Saccharolobus solfataricus	8.3
3.1.1.25	Sulfolobus acidocaldarius	8.3
3.1.1.26	Vigna unguiculata	5.0
3.1.1.26	Solanum tuberosum	5.0
3.1.1.26	Zea mays	5.5
3.1.1.26	Spinacia oleracea	5.9
3.1.1.26	Parachlorella kessleri	6.5
3.1.1.26	Agarophyton vermiculophyllum	7.0
3.1.1.26	Arabidopsis thaliana	7.0
3.1.1.26	Ovis aries	7.2
3.1.1.26	Oryza sativa	7.5
3.1.1.26	Thermomyces dupontii	8.0
3.1.1.26	Fusarium vanettenii	8.0
3.1.1.26	Galleria mellonella	10.0
3.1.1.26	Helicoverpa armigera	10.5
3.1.1.26	Epiphyas postvittana	10.5
3.1.1.27	Pseudomonas sp.	7.0
3.1.1.27	Mesorhizobium loti	7.5
3.1.1.28	Alcaligenes sp.	6.5
3.1.1.28	Rattus norvegicus	7.0
3.1.1.29	Artemia sp.	7.0
3.1.1.29	Staphylococcus aureus	7.0
3.1.1.29	Saccharomyces cerevisiae	7.0
3.1.1.29	Fusarium culmorum	7.5
3.1.1.29	Saccharolobus solfataricus	7.5
3.1.1.31	Mus musculus	5.5
3.1.1.31	Plasmodium falciparum	7.0
3.1.1.31	Homo sapiens	7.0
3.1.1.31	Bos taurus	7.4
3.1.1.31	Giardia intestinalis	8.8
3.1.1.32	Rattus norvegicus	3.2
3.1.1.32	Mycolicibacterium phlei	3.7
3.1.1.32	Mus musculus	4.0
3.1.1.32	Trypanosoma cruzi	4.0
3.1.1.32	Corticium centrifugum	4.0
3.1.1.32	Thermomyces lanuginosus	5.0
3.1.1.32	Katsuwonus pelamis	6.0
3.1.1.32	Arabidopsis thaliana	6.0
3.1.1.32	Trichomonas vaginalis	6.0
3.1.1.32	Trichoderma atroviride	6.0
3.1.1.32	Trypanosoma brucei	7.0
3.1.1.32	Bos taurus	7.0
3.1.1.32	Streptomyces albidoflavus	7.2
3.1.1.32	Homo sapiens	7.5
3.1.1.32	Manduca sexta	7.6
3.1.1.32	Polybia paulista	7.9
3.1.1.32	Sus scrofa	8.0
3.1.1.32	Giardia intestinalis	8.0
3.1.1.32	Fusarium venenatum	8.0
3.1.1.32	Escherichia coli	8.4
3.1.1.32	Ureaplasma urealyticum	8.5
3.1.1.32	Cavia porcellus	9.0
3.1.1.32	Mesocricetus auratus	9.0
3.1.1.32	Prevotella melaninogenica	9.0
3.1.1.32	Serratia sp. xJF1	9.0
3.1.1.33	Priestia megaterium	7.2
3.1.1.34	Burkholderia sp.	7.0
3.1.1.34	Homo sapiens	7.4
3.1.1.34	Oncorhynchus mykiss	8.0
3.1.1.34	Rhizopus japonicus	8.3
3.1.1.34	Gallus gallus	8.5
3.1.1.34	Rattus norvegicus	8.5
3.1.1.34	Bos taurus	8.7
3.1.1.34	Sus scrofa	8.8
3.1.1.35	Acinetobacter calcoaceticus	7.0
3.1.1.35	Geobacillus sp.	7.0
3.1.1.35	Melilotus albus	7.8
3.1.1.36	Citrus sinensis	6.0
3.1.1.36	Pseudomonas sp.	6.0
3.1.1.38	Pseudomonas sp.	6.0
3.1.1.39	Actinoplanes missouriensis	7.8
3.1.1.40	Evernia prunastri	6.5
3.1.1.41	Rhodotorula glutinis	5.5
3.1.1.41	Citrus sp.	6.0
3.1.1.41	Bacillus subtilis	7.0
3.1.1.41	Bacillus pumilus	7.0
3.1.1.41	Thermotoga maritima	7.3
3.1.1.41	Acremonium chrysogenum	7.5
3.1.1.41	Pseudomonas sp.	7.5
3.1.1.41	Fusarium oxysporum	7.5
3.1.1.41	Escherichia coli	8.3
3.1.1.41	Staphylococcus sp.	8.5
3.1.1.42	Aspergillus niger	6.0
3.1.1.42	Escherichia coli	6.0
3.1.1.42	Aspergillus japonicus	6.0
3.1.1.42	Lactobacillus gasseri	6.0
3.1.1.42	Bifidobacterium animalis subsp. lactis	6.0
3.1.1.42	Aspergillus sojae	7.0
3.1.1.42	Aspergillus sp.	7.2
3.1.1.42	Aspergillus ochraceus	7.2
3.1.1.42	Ustilago maydis	7.5
3.1.1.42	Bacillus amyloliquefaciens	8.0
3.1.1.43	Pseudomonas melanogenum	5.5
3.1.1.43	Gluconobacter oxydans	6.0
3.1.1.43	Acetobacter pasteurianus	6.0
3.1.1.43	Mycoplana dimorpha	6.0
3.1.1.43	Protaminobacter alboflavus	6.0
3.1.1.43	Xanthomonas oryzae	6.0
3.1.1.43	Pseudomonas danceae	6.0
3.1.1.43	Xanthomonas citri	6.0
3.1.1.43	Acidovorax avenae	6.0
3.1.1.43	Xanthomonas sp.	6.1
3.1.1.43	Xanthomonas campestris	6.8
3.1.1.43	Homo sapiens	7.4
3.1.1.43	Flavobacterium sp.	7.5
3.1.1.43	Rattus norvegicus	7.5
3.1.1.43	Bacillus mycoides	7.6
3.1.1.43	Stenotrophomonas maltophilia	9.0
3.1.1.45	Saccharolobus solfataricus	5.0
3.1.1.45	Burkholderia cepacia	5.5
3.1.1.45	Pseudomonas reinekei	6.0
3.1.1.45	Cupriavidus necator	6.5
3.1.1.45	Homo sapiens	7.4
3.1.1.45	Macaca fascicularis	7.4
3.1.1.45	Mus musculus	7.4
3.1.1.45	Rattus norvegicus	7.4
3.1.1.45	Canis lupus familiaris	7.4
3.1.1.45	Pseudomonas knackmussii	7.5
3.1.1.45	Pseudomonas sp.	7.5
3.1.1.45	Pseudomonas putida	7.5
3.1.1.45	Rhodococcus opacus	7.8
3.1.1.45	Ralstonia sp.	8.0
3.1.1.47	Homo sapiens	7.0
3.1.1.47	Bos taurus	7.0
3.1.1.47	Rhodnius prolixus	7.2
3.1.1.47	Rattus norvegicus	7.4
3.1.1.47	Mus musculus	7.5
3.1.1.47	Equus caballus	7.6
3.1.1.47	Schizosaccharomyces pombe	7.8
3.1.1.48	Fusarium sambucinum	7.5
3.1.1.49	Raphanus sativus	8.5
3.1.1.50	Sinapis alba	5.8
3.1.1.50	Limtongozyma cylindracea	6.5
3.1.1.50	Oncorhynchus mykiss	7.4
3.1.1.50	Simmondsia chinensis	8.5
3.1.1.51	Mus musculus	7.5
3.1.1.52	Bos taurus	7.4
3.1.1.53	Bifidobacterium bifidum	4.5
3.1.1.53	Rattus norvegicus	6.0
3.1.1.53	Escherichia coli	7.2
3.1.1.53	Bos taurus	7.4
3.1.1.53	influenza C virus	7.4
3.1.1.53	Murine hepatitis virus	7.4
3.1.1.53	bovine coronavirus	7.4
3.1.1.53	Rat sialodacryoadenitis coronavirus	7.4
3.1.1.53	Homo sapiens	7.8
3.1.1.53	Isavirus salaris	8.0
3.1.1.53	Streptococcus suis	8.0
3.1.1.53	Equus sp.	8.4
3.1.1.53	Equus caballus	8.5
3.1.1.53	Danio rerio	8.7
3.1.1.54	Tagetes patula	7.5
3.1.1.55	Mus musculus	5.5
3.1.1.55	Rattus norvegicus	5.5
3.1.1.55	Ovis aries	5.5
3.1.1.55	Capra hircus	5.5
3.1.1.55	Camelus dromedarius	5.5
3.1.1.55	Bos indicus	5.5
3.1.1.55	Cavia porcellus	7.0
3.1.1.55	Homo sapiens	7.2
3.1.1.56	Homo sapiens	5.0
3.1.1.57	Pseudomonas straminea	6.0
3.1.1.57	Comamonas sp.	8.5
3.1.1.58	Neurospora crassa	5.0
3.1.1.58	Aspergillus parasiticus	5.3
3.1.1.58	Staphylococcus epidermidis	7.5
3.1.1.58	Phage Vi	7.8
3.1.1.59	Galleria mellonella	6.5
3.1.1.59	Reticulitermes flavipes	7.0
3.1.1.59	Gryllus assimilis	7.1
3.1.1.59	Bombyx mori	7.4
3.1.1.59	Apis mellifera	7.4
3.1.1.59	Lymantria dispar	7.4
3.1.1.59	Tenebrio molitor	8.0
3.1.1.59	Ips typographus	8.0
3.1.1.59	Leptinotarsa decemlineata	8.0
3.1.1.60	Triticum aestivum	6.0
3.1.1.60	Acinetobacter sp. LMB-5	7.0
3.1.1.60	Achromobacter denitrificans	8.0
3.1.1.61	Rattus norvegicus	4.0
3.1.1.61	Salmonella enterica subsp. enterica serovar Typhimurium	5.5
3.1.1.61	Bacillus subtilis	7.5
3.1.1.63	Bos taurus	8.0
3.1.1.63	Homo sapiens	8.5
3.1.1.64	Homo sapiens	8.0
3.1.1.64	Sus scrofa	8.0
3.1.1.66	Tagetes patula	8.0
3.1.1.67	Rattus norvegicus	7.0
3.1.1.67	Homo sapiens	7.2
3.1.1.67	Oryctolagus cuniculus	7.2
3.1.1.68	Caulobacter vibrioides	6.8
3.1.1.68	Haloferax volcanii	7.5
3.1.1.70	Aspergillus niger	4.5
3.1.1.72	Favolaschia sp.	5.0
3.1.1.72	Trichoderma reesei	5.0
3.1.1.72	Talaromyces purpureogenus	5.3
3.1.1.72	Aspergillus niger	5.5
3.1.1.72	Streptomyces lividans	5.5
3.1.1.72	Trichoderma longibrachiatum	5.5
3.1.1.72	Thermothelomyces thermophilus	5.5
3.1.1.72	Aspergillus awamori	6.0
3.1.1.72	Schizophyllum commune	6.0
3.1.1.72	Orpinomyces sp.	6.0
3.1.1.72	Acetivibrio thermocellus	6.0
3.1.1.72	Caldicellulosiruptor saccharolyticus	6.0
3.1.1.72	Aspergillus oryzae	6.0
3.1.1.72	Acidothermus cellulolyticus	6.0
3.1.1.72	Neocallimastix patriciarum	6.0
3.1.1.72	Clostridium cellulovorans	6.0
3.1.1.72	Thermotoga maritima	6.5
3.1.1.72	Termitomyces clypeatus	6.5
3.1.1.72	Fibrobacter succinogenes	6.5
3.1.1.72	Volvariella volvacea	7.0
3.1.1.72	Chrysosporium lucknowense	7.0
3.1.1.72	Phanerodontia chrysosporium	7.0
3.1.1.72	Penicillium chrysogenum	7.0
3.1.1.72	Bacillus subtilis	7.0
3.1.1.72	Aspergillus ficuum	7.0
3.1.1.72	Bacillus pumilus	7.0
3.1.1.72	Thermoanaerobacterium saccharolyticum	7.0
3.1.1.72	Butyrivibrio proteoclasticus	7.2
3.1.1.72	Anoxybacillus flavithermus	7.5
3.1.1.72	Thermobifida fusca	7.5
3.1.1.72	Caldanaerobacter subterraneus	8.0
3.1.1.72	Neocallimastix frontalis	8.0
3.1.1.72	Coprinopsis cinerea	8.0
3.1.1.72	Rhodotorula mucilaginosa	8.0
3.1.1.72	uncultured microorganism	8.5
3.1.1.73	Talaromyces piceae	3.0
3.1.1.73	Aspergillus oryzae	3.0
3.1.1.73	Aspergillus sp.	4.0
3.1.1.73	Pleurotus giganteus	4.0
3.1.1.73	Lactarius hatsudake	4.0
3.1.1.73	Aspergillus niger	4.0
3.1.1.73	Acetivibrio thermocellus	4.0
3.1.1.73	Penicillium parvum	4.5
3.1.1.73	Aspergillus terreus	5.0
3.1.1.73	Aspergillus awamori	5.0
3.1.1.73	Aspergillus tubingensis	5.0
3.1.1.73	Prevotella ruminicola	5.0
3.1.1.73	uncultured microorganism	5.0
3.1.1.73	Pleurotus sapidus	5.0
3.1.1.73	Russula virescens	5.0
3.1.1.73	Pleurotus eryngii	5.0
3.1.1.73	Aspergillus usamii	5.0
3.1.1.73	Ascomycota	5.0
3.1.1.73	Streptomyces olivochromogenes	5.5
3.1.1.73	Thermochaetoides dissita	5.5
3.1.1.73	Aspergillus flavus	5.5
3.1.1.73	Streptomyces viridosporus	5.5
3.1.1.73	Neocallimastix sp.	5.5
3.1.1.73	Lactobacillus acidophilus	5.6
3.1.1.73	Penicillium expansum	5.6
3.1.1.73	Talaromyces stipitatus	6.0
3.1.1.73	Alternaria tenuissima	6.0
3.1.1.73	Penicillium chrysogenum	6.0
3.1.1.73	Neurospora crassa	6.0
3.1.1.73	Fusarium oxysporum	6.0
3.1.1.73	Eleusine coracana	6.0
3.1.1.73	Thermothelomyces heterothallicus	6.0
3.1.1.73	Talaromyces pinophilus	6.0
3.1.1.73	Streptomyces avermitilis	6.0
3.1.1.73	Penicillium brevicompactum	6.0
3.1.1.73	Salmonella enterica subsp. enterica serovar Typhimurium	6.0
3.1.1.73	Humicola sp.	6.0
3.1.1.73	Streptococcus thermophilus	6.0
3.1.1.73	Limosilactobacillus fermentum	6.5
3.1.1.73	Aspergillus ochraceus	6.5
3.1.1.73	Cellvibrio japonicus	6.5
3.1.1.73	Dickeya dadantii	6.5
3.1.1.73	Streptomyces cinnamoneus	6.5
3.1.1.73	Streptomyces sp. TH-2	6.5
3.1.1.73	Fusarium proliferatum	6.5
3.1.1.73	Aureobasidium pullulans	6.7
3.1.1.73	Piromyces sp. 'equi'	6.7
3.1.1.73	uncultured bacterium	6.8
3.1.1.73	Aspergillus nidulans	7.0
3.1.1.73	Rusa unicolor	7.0
3.1.1.73	rumen microorganism	7.0
3.1.1.73	Lactiplantibacillus plantarum	7.0
3.1.1.73	Streptomyces ambofaciens	7.0
3.1.1.73	Anaeromyces mucronatus	7.2
3.1.1.73	Lactobacillus helveticus	7.2
3.1.1.73	Thermoclostridium stercorarium	8.0
3.1.1.73	Pseudoalteromonas haloplanktis	8.0
3.1.1.73	Equus quagga burchellii	8.0
3.1.1.73	Bacillus amyloliquefaciens	8.0
3.1.1.73	Caldanaerobacter subterraneus subsp. tengcongensis	8.0
3.1.1.73	Actinomyces sp. oral taxon 448	9.0
3.1.1.74	Thermothielavioides terrestris	4.0
3.1.1.74	Trichoderma reesei	4.0
3.1.1.74	Sirococcus conigenus	4.1
3.1.1.74	Fusarium solani	5.0
3.1.1.74	Aspergillus niger	5.0
3.1.1.74	Venturia inaequalis	6.0
3.1.1.74	Thermobifida fusca	7.0
3.1.1.74	Thermobifida cellulosilytica	7.0
3.1.1.74	Sclerotinia sclerotiorum	7.0
3.1.1.74	Coprinopsis cinerea	7.0
3.1.1.74	Fusarium oxysporum	7.0
3.1.1.74	Humicola insolens	7.5
3.1.1.74	Aspergillus oryzae	7.5
3.1.1.74	Aspergillus fumigatus	7.5
3.1.1.74	Alternaria brassicicola	7.5
3.1.1.74	Burkholderia cepacia	7.9
3.1.1.74	Colletotrichum gloeosporioides	8.0
3.1.1.74	Malbranchea cinnamomea	8.0
3.1.1.74	Pseudomonas putida	8.0
3.1.1.74	uncultured bacterium	8.0
3.1.1.74	Fusarium vanettenii	8.0
3.1.1.74	Ascochyta rabiei	8.0
3.1.1.74	Thermothelomyces thermophilus	8.5
3.1.1.74	Aspergillus nidulans	9.0
3.1.1.74	Fusarium sambucinum	10.0
3.1.1.75	Penicillium sp.	5.0
3.1.1.75	Penicillium simplicissimum	5.0
3.1.1.75	Penicillium expansum	5.0
3.1.1.75	Talaromyces funiculosus	6.0
3.1.1.75	Streptomyces ascomycinicus	6.0
3.1.1.75	Aspergillus fumigatus	6.4
3.1.1.75	Thermobifida sp. BCC23166	7.0
3.1.1.75	Purpureocillium lilacinum	7.0
3.1.1.75	Ralstonia pickettii	7.0
3.1.1.75	Shewanella sp. JKCM-AJ-6,1A	7.5
3.1.1.75	Agrobacterium sp.	7.9
3.1.1.75	Pseudomonas mendocina	8.0
3.1.1.75	Streptomyces lydicus	8.0
3.1.1.75	Microbacterium saperdae	8.0
3.1.1.75	Thermus thermophilus HB8	8.0
3.1.1.75	Pseudomonas sp. DS1001a	8.0
3.1.1.75	Streptomyces exfoliatus	8.0
3.1.1.75	Priestia megaterium	8.0
3.1.1.75	Streptomyces kashimirensis	8.0
3.1.1.75	Paucimonas lemoignei	8.0
3.1.1.75	Arthrobacter sp.	8.5
3.1.1.75	Streptomyces sp.	8.5
3.1.1.75	Cupriavidus necator	8.5
3.1.1.75	Alcaligenes faecalis	9.0
3.1.1.75	Delftia acidovorans	9.0
3.1.1.75	Rhodospirillum rubrum	9.0
3.1.1.75	Streptomyces roseolus	9.5
3.1.1.75	Streptomyces atratus	9.5
3.1.1.75	Streptomyces anulatus	9.5
3.1.1.75	Streptomyces omiyaensis	9.5
3.1.1.75	Streptomyces beijiangensis	9.5
3.1.1.75	Streptomyces pulveraceus	9.5
3.1.1.75	Schlegelella sp.	10.0
3.1.1.76	Pseudomonas fluorescens	7.9
3.1.1.76	Pseudomonas aeruginosa	7.9
3.1.1.76	Pseudomonas putida	7.9
3.1.1.76	Schlegelella thermodepolymerans	8.0
3.1.1.76	Pseudomonas indica	8.0
3.1.1.76	Thermus thermophilus	8.5
3.1.1.76	Pseudomonas sp.	8.5
3.1.1.76	Pseudomonas alcaligenes	8.5
3.1.1.76	Streptomyces sp.	8.7
3.1.1.76	Paracoccus denitrificans	9.0
3.1.1.76	Streptomyces venezuelae	9.0
3.1.1.76	Streptomyces roseolus	9.5
3.1.1.76	Rhodococcus equi	9.5
3.1.1.76	Stenotrophomonas maltophilia	9.5
3.1.1.76	Streptomyces atratus	9.5
3.1.1.76	Streptomyces anulatus	9.5
3.1.1.76	Streptomyces omiyaensis	9.5
3.1.1.76	Streptomyces beijiangensis	9.5
3.1.1.76	Streptomyces pulveraceus	9.5
3.1.1.76	Bdellovibrio bacteriovorus	10.0
3.1.1.76	Streptomyces exfoliatus	10.0
3.1.1.76	Pseudomonas luteola	10.0
3.1.1.77	Homo sapiens	4.8
3.1.1.77	Mus musculus	7.2
3.1.1.78	Rauvolfia serpentina Benth. ex Kurz	6.5
3.1.1.79	Malassezia globosa	5.5
3.1.1.79	Saccharolobus solfataricus	6.5
3.1.1.79	Bos taurus	6.8
3.1.1.79	Rattus norvegicus	6.8
3.1.1.79	Bjerkandera adusta	7.0
3.1.1.79	uncultured organism	7.0
3.1.1.79	Mus musculus	7.0
3.1.1.79	Streptomyces coelicolor	7.0
3.1.1.79	uncultured bacterium	7.5
3.1.1.79	Homo sapiens	8.0
3.1.1.79	Psychrobacter sp.	8.0
3.1.1.79	Mycobacterium tuberculosis	8.0
3.1.1.79	Halalkalibacterium halodurans	9.0
3.1.1.80	Rauvolfia serpentina	7.5
3.1.1.80	Rauvolfia verticillata	8.0
3.1.1.81	Tritonibacter mobilis	4.0
3.1.1.81	Chromobacterium violaceum	6.5
3.1.1.81	Rhodococcus erythropolis	6.5
3.1.1.81	Agrobacterium tumefaciens	6.5
3.1.1.81	Bacillus thuringiensis serovar kurstaki	6.5
3.1.1.81	Bacillus thuringiensis	6.5
3.1.1.81	Bacillus sp. (in: Bacteria)	6.5
3.1.1.81	Anabaena sp.	7.0
3.1.1.81	Ochrobactrum sp. T63	7.0
3.1.1.81	Mus musculus	7.4
3.1.1.81	Homo sapiens	7.4
3.1.1.81	Bos taurus	7.4
3.1.1.81	Oryctolagus cuniculus	7.4
3.1.1.81	Capra hircus	7.4
3.1.1.81	Acinetobacter sp.	7.4
3.1.1.81	Equus caballus	7.4
3.1.1.81	Kurthia huakuii	7.4
3.1.1.81	Parageobacillus caldoxylosilyticus	7.5
3.1.1.81	Microbacterium testaceum	8.0
3.1.1.81	Bacillus thuringiensis serovar kyushuensis	8.0
3.1.1.81	uncultured bacterium	8.0
3.1.1.81	Lysinibacillus sp.	8.0
3.1.1.81	Escherichia coli	8.0
3.1.1.81	Bacillus licheniformis	8.0
3.1.1.81	Planococcus versutus	8.0
3.1.1.81	Geobacillus kaustophilus	8.3
3.1.1.81	Vulcanisaeta moutnovskia	8.3
3.1.1.82	Raphanus sativus	6.5
3.1.1.82	Zanthoxylum schinifolium	7.0
3.1.1.82	Chenopodium album	7.5
3.1.1.83	Rhodococcus erythropolis	9.5
3.1.1.84	Rhodococcus sp.	7.4
3.1.1.84	Homo sapiens	7.4
3.1.1.84	Stenotrophomonas maltophilia	8.0
3.1.1.85	Pseudomonas aeruginosa PAO1	7.0
3.1.1.85	Escherichia coli K-12	7.0
3.1.1.85	Escherichia coli	8.0
3.1.1.86	Aspergillus aculeatus	3.5
3.1.1.87	Sphingopyxis sp.	8.0
3.1.1.87	Sphingopyxis macrogoltabida	8.0
3.1.1.88	uncultured bacterium	5.5
3.1.1.88	Escherichia coli	6.5
3.1.1.88	uncultured microorganism	6.5
3.1.1.88	Bacillus cereus	7.5
3.1.1.88	Brucella anthropi	7.5
3.1.1.88	Sphingobium sp.	7.5
3.1.1.88	Musca domestica	8.0
3.1.1.93	Homo sapiens	7.4
3.1.1.95	Streptomyces purpurascens	7.5
3.1.1.96	Synechocystis sp.	6.8
3.1.1.96	Escherichia coli	7.8
3.1.1.96	Saccharolobus solfataricus	7.8
3.1.1.96	Pyrococcus abyssi	7.8
3.1.1.96	Arabidopsis thaliana	7.8
3.1.1.100	Chlorobaculum tepidum	7.0
3.1.1.101	uncultured bacterium	8.0
3.1.1.101	Thermomonospora curvata	8.5
3.1.1.101	Ideonella sakaiensis	9.0
3.1.1.106	Homo sapiens	9.0
3.1.1.113	Pseudomonas putida	7.5
3.1.1.116	Homo sapiens	3.5
3.1.1.116	Mus musculus	7.2
3.1.1.117	Aspergillus fumigatus	5.0
3.1.1.117	Thermothielavioides terrestris	5.0
3.1.1.117	Trichoderma reesei	5.0
3.1.1.117	Spirosoma linguale	5.5
3.1.1.117	Cerrena unicolor	6.0
3.1.1.117	Thermothelomyces thermophilus	6.0
3.1.1.117	Phanerochaete carnosa	6.0
3.1.1.117	Schizophyllum commune	6.0
3.1.1.117	Podospora anserina	6.0
3.1.1.117	Ruminococcus flavefaciens	6.0
3.1.1.117	Sodiomyces alcalophilus	6.0
3.1.1.117	Phanerodontia chrysosporium	6.0
3.1.1.117	Wolfiporia cocos	6.0
3.1.1.117	Punctularia strigosozonata	6.0
3.1.1.117	Armillaria fuscipes	6.0
3.1.1.117	Lentithecium fluviatile	6.0
3.1.1.117	Gelatoporia subvermispora	6.2
3.1.1.117	Pleurotus eryngii	6.2
3.1.1.117	Neurospora crassa	7.0
3.1.1.117	Caldicellulosiruptor acetigenus	7.0
3.1.1.117	Opitutus terrae	7.0
3.1.1.117	Candidatus Solibacter usitatus	7.0
3.1.1.117	Teredinibacter turnerae	8.5
3.1.1.118	Bos taurus	7.5
3.1.2.1	Mus musculus	7.5
3.1.2.1	Homo sapiens	7.5
3.1.2.1	Rattus norvegicus	8.1
3.1.2.2	Euglena gracilis	4.5
3.1.2.2	Mougeotia scalaris	6.5
3.1.2.2	Eremosphaera viridis	6.5
3.1.2.2	Rattus norvegicus	6.9
3.1.2.2	Diutina rugosa	7.0
3.1.2.2	Mycobacterium tuberculosis	7.0
3.1.2.2	Homo sapiens	7.4
3.1.2.2	Mus musculus	7.4
3.1.2.2	Photobacterium profundum	7.5
3.1.2.2	Oryctolagus cuniculus	8.0
3.1.2.2	Mycolicibacterium smegmatis	8.0
3.1.2.2	Cereibacter sphaeroides	8.0
3.1.2.2	Bumilleriopsis filiformis	8.0
3.1.2.2	Buckleyzyma aurantiaca	8.0
3.1.2.2	Sus scrofa	8.0
3.1.2.2	Saccharomyces cerevisiae	8.0
3.1.2.2	Arabidopsis thaliana	8.0
3.1.2.2	Escherichia coli	8.4
3.1.2.2	Pseudomonas aeruginosa	8.5
3.1.2.2	Spinacia oleracea	9.0
3.1.2.2	Anas platyrhynchos	9.3
3.1.2.4	Rattus norvegicus	6.0
3.1.2.4	Bacillus cereus	7.0
3.1.2.4	Arabidopsis thaliana	7.0
3.1.2.4	Homo sapiens	8.0
3.1.2.5	Rattus norvegicus	7.6
3.1.2.5	Gallus gallus	7.8
3.1.2.6	Saccharomyces cerevisiae	6.5
3.1.2.6	Arabidopsis thaliana	6.5
3.1.2.6	Homo sapiens	6.8
3.1.2.6	Rattus norvegicus	7.0
3.1.2.6	Trypanosoma brucei	7.0
3.1.2.6	Bos taurus	7.0
3.1.2.6	Brassica juncea	7.0
3.1.2.6	Oryza sativa	7.2
3.1.2.6	Plasmodium falciparum	7.2
3.1.2.6	Nostoc sp. PCC 7120 = FACHB-418	7.5
3.1.2.6	Cyberlindnera mrakii	8.0
3.1.2.7	Mus musculus	7.0
3.1.2.7	Spinacia oleracea	7.2
3.1.2.7	Saccharomyces cerevisiae	7.5
3.1.2.10	Clostridium kluyveri	6.8
3.1.2.11	Bos taurus	8.0
3.1.2.12	[Candida] boidinii	6.0
3.1.2.12	Kloeckera sp.	6.4
3.1.2.12	Homo sapiens	6.9
3.1.2.12	Saccharomyces cerevisiae	7.0
3.1.2.12	Arabidopsis thaliana	7.0
3.1.2.12	Pseudoalteromonas haloplanktis	8.0
3.1.2.12	Escherichia coli	8.0
3.1.2.13	Homo sapiens	6.5
3.1.2.14	Cuphea lanceolata	6.0
3.1.2.14	Spinacia oleracea	8.0
3.1.2.14	Helianthus annuus	8.0
3.1.2.14	Umbellularia californica	8.0
3.1.2.14	Camelina sativa	8.0
3.1.2.14	Coriandrum sativum	8.0
3.1.2.14	Cinnamomum longipaniculatum	8.0
3.1.2.14	Allium ampeloprasum	8.5
3.1.2.14	Brassica rapa subsp. oleifera	9.0
3.1.2.14	Mangifera indica	9.0
3.1.2.14	Diploknema butyracea	9.0
3.1.2.14	Persea americana	9.5
3.1.2.14	Cucurbita moschata	9.8
3.1.2.16	Rubrivivax gelatinosus	8.1
3.1.2.17	Rattus norvegicus	6.0
3.1.2.18	Rattus norvegicus	6.8
3.1.2.18	Mesocricetus auratus	7.4
3.1.2.19	Mesocricetus auratus	7.4
3.1.2.20	Euglena gracilis	4.5
3.1.2.20	Mougeotia scalaris	6.5
3.1.2.20	Eremosphaera viridis	6.5
3.1.2.20	Rattus norvegicus	6.9
3.1.2.20	Diutina rugosa	7.0
3.1.2.20	Mus musculus	7.2
3.1.2.20	Homo sapiens	7.4
3.1.2.20	Escherichia coli	7.5
3.1.2.20	Haemophilus influenzae	7.5
3.1.2.20	Oryctolagus cuniculus	8.0
3.1.2.20	Mycolicibacterium smegmatis	8.0
3.1.2.20	Cereibacter sphaeroides	8.0
3.1.2.20	Bumilleriopsis filiformis	8.0
3.1.2.20	Buckleyzyma aurantiaca	8.0
3.1.2.20	Sus scrofa	8.0
3.1.2.20	Saccharomyces cerevisiae	8.0
3.1.2.20	Arabidopsis thaliana	8.0
3.1.2.20	Pseudomonas aeruginosa	8.5
3.1.2.20	Spinacia oleracea	9.0
3.1.2.20	Anas platyrhynchos	9.3
3.1.2.20	Alcaligenes faecalis	10.5
3.1.2.21	Umbellularia californica	8.5
3.1.2.22	Homo sapiens	4.0
3.1.2.23	Arthrobacter sp.	7.5
3.1.2.23	Aromatoleum evansii	8.5
3.1.2.25	Thauera aromatica	7.5
3.1.2.25	Penicillium chrysogenum	7.6
3.1.2.27	Eubacterium sp.	6.0
3.1.2.27	Homo sapiens	7.0
3.1.2.27	Mus musculus	7.4
3.1.2.28	Synechocystis sp.	7.0
3.1.2.30	Cereibacter sphaeroides	7.5
3.1.3.1	Oxybasis rubra	3.0
3.1.3.1	Rattus norvegicus	7.0
3.1.3.1	Neohelice granulata	7.4
3.1.3.1	Homo sapiens	7.5
3.1.3.1	Halobacterium salinarum	7.6
3.1.3.1	Sus scrofa	7.8
3.1.3.1	Thermotoga maritima	8.0
3.1.3.1	Paramecium tetraurelia	8.0
3.1.3.1	Rhizopus microsporus	8.0
3.1.3.1	Bos taurus	8.0
3.1.3.1	Anabaena sp.	8.0
3.1.3.1	Daphnia magna	8.0
3.1.3.1	Escherichia coli	8.0
3.1.3.1	Aspergillus oryzae	8.0
3.1.3.1	Prevotella intermedia	8.4
3.1.3.1	Haloarcula marismortui	8.5
3.1.3.1	Lysobacter enzymogenes	8.5
3.1.3.1	antarctic bacterium	8.5
3.1.3.1	Aspergillus caespitosus	8.5
3.1.3.1	Parawixia bistriata	8.5
3.1.3.1	Burkholderia cenocepacia	8.5
3.1.3.1	Gallus gallus	8.5
3.1.3.1	Candida tropicalis	8.5
